"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"G02B","OPTICAL ELEMENTS, SYSTEMS OR APPARATUS","","Hand, pocket, or shaving mirrorsHousehold mirrorsApparatus for testing the eyesTreatment for or protection of the eyes, e.g. protective gogglesOptical toysApplying liquid films, e.g. spin coatingWorking by laser beam, e.g. welding, cutting or boringGrinding or polishing lenses or gratingsProducing optical elements from plasticsLayered productsPrinting using a scanning light deflector, Diffractive or holographic structures on credit cardsVehicle mirrors, e.g. rear-view or side-viewOptical micromechanical [MEMS] devicesPressing lenses from molten glassSurface treatment of glass by coatingLiquid crystals per seCoating in general, e.g. CVD or sputteringSupports, stands or frames in generalSolar heat collectorsSighting devices for weaponsInterferometersMeasuring microscopesMeasuring distances; SurveyingSpectrometryTesting of optical elements, systems or apparatusOptical benchesInvestigating or analysing materials by the use of optical meansScanning probe techniques, e.g. near field microscopySystems using reflection of light e.g. lidar Liquid crystal displays [LCDs]PhotographyProjection screensPhotosensitive materialsPhotolithographyFourier/Laplace transform optics, correlationOptics of barcode scannersLaser printers , Record carriers with diffractive or holographic structuresHolograms on banknotesControl arrangements or circuits for displays other than CRTsSound lensesRecording or reproducing by optical means, e.g. optical disksAdjusting position or attitude, e.g. level, of instrumentsCasings; Housings; Cabinets; Supports etc.X-ray optics, gamma ray opticsElectron and ion ""optics""X-ray ""optics"", Plasma display panels, Optical arrangements associated with CRTs, e.g. AR meansElectron or particle beam optics, e.g. electron microscopesElectroluminescent OLED displaysLight concentrating means for solar cellsOptics of microwaves or millimetre wavesWavelength division multiplexing [WDM] systemsFacsimile transmissionTV camerasProjection TVColour projection TVStereoscopic TVHeating arrangements specially adapted for transparent or reflecting areasX-ray technique","A45D42/00|A47G1/00|A61B3/00|A61F9/00|A63H33/22|B05D1/00|B23K26/00|B24B13/00|B29D11/00|B32B|B41J2/471|G06K15/12|B42D25/00|B60R1/00|B81B|C03B11/08|C03C17/00|C09K19/00|C23C|F16M|F24S|F41G1/00|G01B9/02|G01B9/04|G01C|G01J3/00|G01M11/00|G01M11/04|G01N21/00|G01Q|G01S17/00|G02F1/13|G03B|G03B21/56|G03C1/00|G03F7/00|G06E3/003|G06K7/10831|G06K15/12|B41J2/471|G06K19/16|G07D7/0032|G09G3/00|G10K11/30|G11B7/135|G12B5/00|G12B9/00|G21K1/06|H01J|H01J|H05G1/00|H01J17/49|H01J2217/49292|H01J29/89|H01J37/00|H01L27/32|H01L31/054|H01Q15/00|H04J14/02|H04N1/00|H04N5/225|H04N5/74|H04N9/3197|H04N13/00|H05B3/84|H05G","In this subclass, classification of additional information is mandatory,For example, a document describing the detailed structure of a wire-grid polarizer should be classified with  INV – invention-information aspect of a wire-grid polarizer.Instead a document describing a display system making explicit use of a wire-grid polarizer, without providing structural details of the polarizer itself, should be classified with  ADD – as to the additional-information aspect of a wire-grid polarizer.","G02B5/3058|G02B5/3058","Optical, OpticsApplies not only to visible light but also to ultraviolet or infrared radiation.Active opticsOptics based on the optical properties of a material used being altered by the application of external energy, e.g. electrical, magnetic, thermal or optical energy.Passive optics Optics in which the optical properties of a material used are not altered by the application of external energy; external forces may act, however, to alter the shape, position or orientation of an optical element used.CatoptricOptical systems involving reflective surfaces only.CatadioptricOptical systems involving reflective and refractive surfaces.Simple lens or prismSingle lens or prism; simple lens, simple lenses, simple prism; simple prisms, simple.Compound lens or prism,Compound lens, Compound lenses, Compound prism, Compound prismsOptical member the constituents of which are either close together without air-space or in broken contact; see also the Note after group .LightApplies to electromagnetic radiation, not only in the portion of the electromagnetic spectrum which can be perceived by the human eye (i.e. visible), but also to ultraviolet or infrared radiation.ObjectiveLens or optical system designed to produce a real image of a real object.EyepieceLens or optical system designed to produce a virtual image for viewing by the eye or by another optical system.Front, RearIs determined by looking from the more distant conjugate.In broken contactSuch that the air-space between the constituents of an optical member has no optical influence.","This place covers: Passive optical elements and systems, i.e. elements and systems which are not based on the optical properties of the material used being altered by the application of an external field. In particular: Optical elements characterised by the material of which they are made Simple or compound lenses Optical elements other than lenses (e.g. prisms, diffusers, mirrors, diffraction gratings, filters, polarisers) Light guides; Structural details of arrangements comprising light guides and other optical elements, e.g. couplings (Note: to be dealt with in a further FCR document relating to  ) Mountings, adjusting means, or light-tight connections, for optical elements Optical objectives or lens systems characterised both by the number of the optical components and their arrangements according to their sign, i.e. + or - Optical objectives specially designed for specific purposes Optical objectives with means for varying the magnification, e.g. zoom lenses Systems with reflecting surfaces, with or without refracting elements, i.e. catadioptric or catoptric systems Optical condensers Microscopes Telescopes, e.g. binoculars; Periscopes; Instruments for viewing the inside of hollow bodies Eyepieces (e.g. for telescopes, microscopes); Magnifying glasses Optical devices or arrangements using movable or deformable optical elements"
"G02B1/00","Optical elements characterised by the material of which they are made; Optical coatings for optical elements","","Composition of optical glassesCements for glass","C03C3/00|C03C27/00","","","","This place covers: Optical elements characterised by the material of which they are made. Coatings  by surface treatment "
"G02B1/10","Optical coatings produced by application to, or surface treatment of, optical elements  (G02B1/08 takes precedence)","G02B1/08","Reflection coatingsCoating of glass in general","G02B5/08|C03C17/00","","","",""
"G02B1/118","having sub-optical wavelength surface structures designed to provide an enhanced transmittance, e.g. moth-eye structures","","Surface plasmon devicesAnti-glare structures","G02B5/008|G02B5/08","","","",""
"G02B1/12","by surface treatment, e.g. by irradiation","","Surface treatment of glass by irradiation","C03C23/0005","","","",""
"G02B3/00","Simple or compound lenses","","Artificial eyesWatch or clock glasses","A61F2/14|G04B39/00","","","","This place covers: Simple or compound lenses including arrays."
"G02B5/00","Optical elements other than lenses  (light guides G02B6/00; optical logic elements G02F3/00)","G02B6/00|G02F3/00","","","","","Mirrordevice for which the essential characteristic is maximum reflectivity over a given spectral range. A reflecting layer in a mirror is defined as a layer adapted to play a role in the reflection of light, and thus it does not refer to other layers having essentially no reflective function, e.g. protective layersFilterdevice for which the essential characteristic is spectral selectivity, i.e. not only the spectral range passed (for example, by transmission, reflection) but also the spectral range rejected (for example, by absorption, transmission, reflection)","This place covers: Optical elements other than lenses, e.g. prisms, diffusers, mirrors, diffraction gratings, filters, polarisers,light absorbing elements, diaphragms, surface plasmon devices or birefringent or phase retarding elements"
"G02B5/04","Prisms","","","","","","","This place covers: Optical elements being prisms"
"G02B5/08","Mirrors {(vehicle mirrors involving special optical features B60R1/08)}","B60R1/08","","","","","","This place covers: Optical elements being mirrors"
"G02B5/20","Filters  (polarising elements G02B5/30)","G02B5/30","","","","","",""
