"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"C10L","FUELS NOT OTHERWISE PROVIDED FOR  (fuels for generating pressure gas, e.g. for rockets C06D5/00; candles C11C; nuclear fuel G21C3/00); NATURAL GAS; SYNTHETIC NATURAL GAS OBTAINED BY PROCESSES NOT COVERED BY SUBCLASSES C10G, C10K; LIQUEFIED PETROLEUM GAS; ADDING MATERIALS TO FUELS OR FIRES TO REDUCE SMOKE OR UNDESIRABLE DEPOSITS OR TO FACILITATE SOOT REMOVAL; FIRELIGHTERS","C06D5/00|C11C|G21C3/00|C10G|C10K","Synthesis gas produced by decomposition of gaseous or liquid organic compounds, e.g. hydrocarbonsHydrocarbons per seCracking or pyrolysis of hydrocarbon gases to individual hydrocarbons or mixtures thereof of definite or specified constitutionDestructive distillation of carbonaceous materials for producing of gas, coke, tar, or similar materialsLubricating compositionsCandlesArrangements or devices for supplying additives to fuels in combustion engines, Vessels for containing or storing compressed, liquefied or solidified gasesLiquefying gases or gaseous mixtures by pressure and cold treatmentNuclear reactor fuels","C01B3/22|C07C|C07C|C10B|C10M|C11C|F02|F02M25/00|F17C|F25J|G21C3/00","","","Fire-lighterEasily-combustible composition or shaped product which is designed to initiate the combustion of a larger body of fuel, e.g. briquettes mainly consisting of charcoal ","This place covers: Compositions which react chemically, usually with oxygen in air, to produce heat in controllable amounts or which are dispersed in air for explosive combustion in an engine or which produce light along with heat upon combustion, i.e. liquid carbonaceous fuels, gaseous fuels, natural gas, synthetic natural gas, liquefied petroleum gas, solid fuels and fuels produced by solidifying fuels Treatment of fuels to improve their combustion Use of additives to fuels or fires for particular purposes, e.g. for reducing smoke development, for minimising corrosion or incrustation, for facilitating soot removal or for improving the octane number or the low temperature properties of the fuel Fire-lighters, i.e. easily-combustible compositions or shaped products which are designed to initiate the combustion of a larger body of fuel and methods or apparatus for their manufacture"
"C10L1/00","Liquid carbonaceous fuels","","Preparation of liquid fuel to be fed to combustion apparatus","F23K5/08","","","",""
"C10L1/10","containing additives","","Additive compounds: combination of corresponding Indexing Codes- , - Colloidal materials or their solutionsCatalysts - Inorganic elements, compoundsExplosive or thermic compositionsMeans for generating smoke or mist; Gas-attack compositions; Generation of gas for blasting or propulsionAcyclic or carbocyclic organic compoundsHeterocyclic compoundsOther organic compounds, , , , PolysaccharidesRubbersMacromolecular compounds obtained by reactions only involving carbon-to-carbon unsaturated bonds, , Macromolecular compounds obtained otherwise than by reactions only involving carbon-to-carbon unsaturated bondsDerivatives of natural macromolecular compoundsUse of inorganic or non-macromolecular organic substances as compounding ingredientsCompositions of macromolecular compoundsTreatment of inorganic materials, other than fibrous filler, to enhance their pigmenting or filling propertiesEmulsifying, dispersing agentsLubricating compositions; use of chemical substances either alone or as lubricating ingredients in a lubricating compositionProducing, refining, or preserving fats, fatty substances, fatty oils or waxesFatty acids from fats, oils or waxes; fats, oils or fatty acids by chemical modification of fats, oils, or fatty acids obtained there from","C10L1/12|C10L1/1291|C10L1/16|C10L1/308|B01J13/00|B01J21/00|B01J31/4092|C01|C06B|C06D|C07C|C07D|C07F|C07G|C07H|C07J|C07K|C08B|C08C|C08F|C08F8/30|C08F8/32|C08G|C08H|C08K|C08L|C09C|C09K23/00|C10M|C11B|C11C","1. In groups  -  and  - , in the absence of an indication to the contrary, a compound is always classified in the last appropriate place.2. A metal salt or an ammonium salt of a compound is classified as that compound, e.g. a chromium sulfonate is classified as a sulfonate in group  and not in group . But a salt of a quaternary ammonium compound is classified in  .3. In this group it is mandatory to add the Indexing Codes relating to individual additional components. The Indexing Codes are chosen from groups  - .4. Mixtures of additives are classified in the corresponding main group, individual additives being indexed using the Indexing Code according to point 3.C-Sets of Indexing Codes may be used:4.a. For a well-defined polymer: A polymer of ethylene and alkylacrylate is classified in ( , ), starting with the Indexing Code corresponding to the polymer last in the classification scheme.4.b. For a well-defined composition: A composition comprising a polyethylene and a polyalkylacylate is classified in (,  ); the Indexing Codes are in the same order as in the classification scheme.4.c. A composition comprising a polyethylene and a polypropylene is classified in (, ).5. When several alternatives for the same individual additive are mentioned, e.g. as a Markush-formula, classification may be done in the corresponding main group only, the alternatives being indexed using codes mentioned in point 3; the very relevant main alternatives may be separately classified in the corresponding groups.","C10L1/12|C10L1/1291|C10L1/16|C10L1/308|C10L1/24|C10L1/30|C10L1/2222|C10L1/12|C10L1/308|C10L1/1963|C10L1/1641|C10L1/1641|C10L1/1963|C10L1/1641|C10L2300/20","Polyether polymer Macromolecular compounds obtained by reactions forming an ether link in themain chain of the macromolecule and comprising 4 or more monomers.Hydrocarbon polymer or macromolecular compoundHydrocarbyl group containing 30 or more carbon atoms Additive Any compound in the composition with a concentration of at most 2%, in volume or weight ","This place covers: Liquid carbonaceous fuels containing additives, at least one additive being an inorganic compound and at least one additive being an organic non-macromolecular or macromlecular compound. Use of at least one inorganic compound and at least one organic non-macromolecular or macromolecular compound as additives in a liquid carbonaceous fuel Most of the liquid carbonaceous fuels comprising an inorganic additive and an organic additive have been classified in  , the organic additive being macromolecular or not."
"C10L1/103","{stabilisation of anti-knock agents}","","Colloidal materials or their solutionsUse of pretreated ingredientsTreatment of inorganic materials, other than fibrous filler, to enhance their pigmenting or filling propertiesAnti-oxidant composition; Composition inhibiting chemical changeEmulsifying or dispersing agents","B01J13/00|C08K9/00|C09C|C09K15/00|C09K23/00","","","Anti-knock agentOctane improver, ignition improver in a gasoline fuel . The meaning of ""anti-knock"" can be broadened to ignition-improving agent for diesel fuelsIgnition-improving agent for diesel fuels Cetane improver, ignition improver in diesel fuelsStabilisedShowing oxidative resistance, maintained dispersed","This place covers: Liquid carbonaceous fuels comprising an anti-knock additive stabilised by an other additive or compound; the deterioration with time of the anti-knock agent is prevented; the anti-knock agent may be maintained uniformly dispersed in the fuel. The anti-knock additive and the other additive or compound can be both organic compounds. The fuel may contain no inorganic additive. Use of a stabilised anti-knock agent as additive in a liquid carbonaceous fuel."
"C10L1/106","{mixtures of inorganic compounds with organic macromolecular compounds}","","Use of inorganic ingredientsCompositions of macromolecular compoundsTreatment of inorganic materials, other than fibrous filler, to enhance their pigmenting or filling properties","C08K3/00|C08L|C09C","","","","This place covers: Liquid carbonaceous fuels containing at least one additive which is an inorganic compound and at least one additive which is an organic macromolecular compound. Use of at least one inorganic compound and at least one organic macromolecular compound as additives in a liquid carbonaceous fuel."
"C10L1/12","Inorganic compounds","","Indexing Codes of the inorganic additives  - Catalysts - Inorganic elements, compoundsLime; magnesia; slag; cements; artificial stones; ceramics; treatment of natural stonesUse of inorganic ingredientsLubricating compositions characterised by the base material being an inorganic materialLubricating compositions characterised by the additive being an inorganic material, ","C10L1/12|C10L1/1291|B01J21/00|B01J29/00|C01|C04B|C08K3/00|C10M103/00|C10M125/00|C10M173/00","","","","This place covers: Liquid carbonaceous fuels containing an additive which is an inorganic compound. Use of an inorganic compound as additive in a liquid carbonaceous fuel"
"C10L1/14","Organic compounds","","Use of non-macromolecular organic ingredients - Lubricating compositions characterised by the additive being a mixture of two or more organic non-macromolecular compounds","C08K5/00|C08K13/00|C10M141/00","","","","This place covers: Liquid carbonaceous fuels containing at least two organic non-macromolecular compounds as additives; the fuel does not comprise any specified inorganic additive nor any specified organic macromolecular additive. Use of at least two organic non-macromolecular compounds as additives in a liquid carbonaceous fuel; no mention of the use of a specified inorganic compound nor of the use of a specified organic macromolecular compound as additives in the fuel."
"C10L1/143","{mixtures of organic macromolecular compounds with organic non-macromolecular compounds}","","Use of non-macromolecular organic ingredients - Compositions of macromolecular compoundsLubricating compositions characterised by the additive being a mixture of a macromolecular compound and a non macromolecular compound, ","C08K5/00|C08K13/00|C08L|C10M161/00|C10M167/00","The combination of the additives does not belong to a group lower than  (special rule of classification 4 within ).","C10L1/143|C10L1/10","","This place covers: Liquid carbonaceous fuels comprising at least one organic macromolecular compound and at least one organic non-macromolecular compound as additives; the fuel does not comprise any specified inorganic additive. Use of at least one organic macromolecular compound and at least one organic non-macromolecular compound as additives in a liquid carbonaceous fuel; there is no mention of the use of any specified inorganic additive."
"C10L1/146","{Macromolecular compounds according to different macromolecular groups, mixtures thereof}","","Compositions of macromolecular compoundsLubricating compositions characterised by the additive being a mixture of two or more macromolecular compounds covered by more than one of the main groups","C08L|C10M157/00","The combination of the different macromolecular groups does not belong to a group lower than  (special rule of classification 4 within ).","C10L1/146|C10L1/10","","This place covers: Liquid carbonaceous fuels comprising at least two organic macromolecular compounds belonging to different macromolecular groups, as additives, or comprising an organic macromolecular compound according to different macromolecular groups, as additive; The fuel does not comprise any specified inorganic additive nor any specified organic non-macromolecular additive. Use of at least two organic macromolecular compounds belonging to different macromolecular groups or of an organic macromolecular compound according to different macromolecular groups, as additives in a liquid carbonaceous fuel; there is no mention of the use of any specified inorganic additive nor of the use of any specified organic non-macromolecular additive."
"C10L1/16","Hydrocarbons","","Liquid carbonaceous fuels essentially based on blends of hydrocarbons - Indexing Codes of the additives - HydrocarbonsRubbersPolymers of unsaturated hydrocarbons, ,  , , , , , , , , , , Macromolecular compounds obtained otherwise than by reactions only involving carbon-to-carbon unsaturated bondsUse of organic ingredientsHydrocarbon oils, mixtures obtained by different processes; mineral waxesLubricating compositions characterised by the base material, , Lubricating compositions characterised by the additive being a hydrocarbon, , , ","C10L1/04|C10L1/08|C10L1/16|C10L1/1691|C07C|C08C|C08F10/00|C08F12/00|C08F36/00|C08F38/00|C08F110/00|C08F112/00|C08F136/00|C08F138/00|C08F210/00|C08F212/00|C08F236/00|C08F238/00|C08F240/00|C08G|C08K5/00|C10G|C10M101/00|C10M105/00|C10M107/00|C10M127/00|C10M143/00|C10M159/00","","","","This place covers: Liquid carbonaceous fuels characterised by comprising an additive being an organic compound containing only C and H in its molecule. Use of an organic compound containing only C and H in its molecule as additive in a liquid carbonaceous fuel."
