"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"B07B","SEPARATING SOLIDS FROM SOLIDS BY SIEVING, SCREENING, SIFTING OR BY USING GAS CURRENTS; SEPARATING BY OTHER DRY METHODS APPLICABLE TO BULK MATERIAL, e.g. LOOSE ARTICLES FIT TO BE HANDLED LIKE BULK MATERIAL  (wet separating processes, sorting by processes using fluent material in the same way as liquid B03; combinations of dry separating apparatus with wet separating apparatus B03B; using liquids B03B, B03D; sorting by magnetic or electrostatic separation of solid materials from solid materials or fluids, separation by high voltage electric fields B03C; centrifuges or vortex apparatus for carrying out physical processes B04; hand sorting, postal sorting, sorting by switching or other devices actuated in response to detection or measurement of some feature of articles or samples of material B07C)","B03|B03B|B03B|B03D|B03C|B04|B07C","","","","","","This place covers: Apparatus or methods for the separation of solids from solids that include: Any sorting or grading of bulk material or loose articles fit to be handled like bulk material which results automatically from the construction of the apparatus and properties of the material or articles, e.g. by a trap opening under an object of a certain minimum weight, by an aperture of graduated size. Sorting of articles in so far as the same conditions apply, e.g. sorting of timber by passing it over successively longer openings; the articles may or may not be orientated for the purpose of sorting. Sieving, screening, sifting or sorting solid materials using networks, gratings, grids or the like. Separating solids from solids that are initially a mixture using apparatus or methods that subject the mixture to a gas current, dispenses the mixture within a gas, carries the mixture on a gas current while it is being separated, or uses a gas current on it to cause separation, including combinations of disparate types of apparatus utilizing gas currents in the separation of solids from solids. Other types of apparatus for directly controlled dry method grading or sorting of solid materials in a bulk form or of loose articles that are being handled like solid type bulk material, e.g. grading according to size or weight or using momentum effects. Constructional features of screens per se, or screens and their driving mechanisms, which are used in dry or wet separating methods. Combinations of disparate types of apparatus or methods for separating solids from solids that applicable to bulk material or to loose articles fit to be handled like bulk material. Accessories that are specially adapted for, or arranged in conjunction with, the above types of separating, sorting or grading of bulk material or articles."
"B07B1/005","{Transportable screening plants}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: WO-A1-96/25245"
"B07B1/02","Hand screens","","","","","","","This place covers: Illustrative example of subject matter classified in this group: LU-A2-91105"
"B07B1/04","Stationary flat screens","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A1-2003/0080031"
"B07B1/06","Cone or disc shaped screens","","","","","","","This place covers: Illustrative example of subject matter classified in this group: GB-A-2307428"
"B07B1/08","Screens rotating within their own plane","","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A1-0411803"
"B07B1/10","Screens in the form of endless moving bands","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-5887729"
"B07B1/12","Apparatus having only parallel elements","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-B1-7861867"
"B07B1/14","Roller screens","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-B1-7117996"
"B07B1/15","using corrugated, grooved or ribbed rollers","","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A1-2248602"
"B07B1/16","the elements being movable and in other than roller form","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US3971716 A GB326834 A US5392931 A"
"B07B1/20","Stationary drums with moving interior agitators","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR-A-2686273"
"B07B1/22","Revolving drums","","","","","","","This place covers: Illustrative example of subject matter classified in this group: GB-A-536054"
"B07B1/24","with fixed or moving interior agitators","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR-A-2568492"
"B07B1/26","with additional axial or radial movement of the drum","","","","","","","This place covers: Illustrative example of subject matter classified in this group: WO-A1-84/04473"
"B07B1/282","{their jigging movement being a closed or open curvilinear path in a plane perpendicular to the plane of the screen and parrallel or transverse to the direction of conveyance}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-2258789"
"B07B1/284","{with unbalanced weights}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-B-1176979"
"B07B1/286","{with excentric shafts}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-C-948574"
"B07B1/30","jigging or moving to-and-fro {within their own plane} in or approximately in {or transverse to} the direction of conveyance","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A1-4039934"
"B07B1/34","jigging or moving to-and-fro perpendicularly or approximately perpendiculary to the plane of the screen","","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A2-0212378"
"B07B1/343","{with mechanical drive elements other than electromagnets}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-E-RE16701"
"B07B1/346","{with electromagnets}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A1-2120244"
"B07B1/36","jigging or moving to-and-fro in more than one direction","","","","","","","This place covers: Illustrative example of subject matter classified in this group: WO-A1-03/024626"
"B07B1/38","oscillating in a circular arc in their own plane; Plansifters","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-C-74002"
"B07B1/40","Resonant vibration screens","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-C1-10054089"
"B07B1/42","Drive mechanisms, regulating or controlling devices, or balancing devices, specially adapted for screens","","","","","","","This place covers: Illustrative example of subject matter classified in this group: GB-A-2123520"
"B07B1/44","Balancing devices","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-C-641512"
"B07B1/4609","{constructional details of screening surfaces or meshes}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-B-1022448"
"B07B1/4618","{Manufacturing of screening surfaces}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-4396503"
"B07B1/4627","{Repairing of screening surfaces}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: WO-A-92/00133"
"B07B1/4636","{Regulation of screen apertures}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR-A-1140961"
"B07B1/4645","{Screening surfaces built up of modular elements}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: WO-A1-03/066243"
"B07B1/4654","{Corrugated Screening surfaces}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-B1-6340089"
"B07B1/4663","{Multi-layer screening surfaces}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A1-2004/0102117"
"B07B1/4672","{Woven meshes}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-U1-29501985"
"B07B1/4681","{Meshes of intersecting, non-woven, elements}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR-A1-2880289"
"B07B1/469","{Perforated sheet-like material}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-U1-20018385"
"B07B1/48","Stretching devices for screens","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-5221008"
"B07B1/485","{Devices for alternately stretching and sagging screening surfaces}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A1-3411719"
"B07B1/49","stretching more than one screen or screen section by the same or different stretching means","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-C-608376"
"B07B1/522","{with brushes}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR-A-1059722"
"B07B1/524","{the brushes being rotating}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-U1-20214115"
"B07B1/526","{with scrapers}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-4289614"
"B07B1/528","{the scrapers being rotating}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-3863765"
"B07B1/54","with beating devices","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-A1-2223079"
"B07B1/55","with fluid jets","","","","","","","This place covers: Illustrative example of subject matter classified in this group: GB-A-1193260"
"B07B1/56","Heated screens","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR-A1-2567776"
"B07B1/58","heated by heated fluid","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-C-870935"
"B07B1/62","heated by direct electric heating","","","","","","","This place covers: Illustrative example of subject matter classified in this group: FR-E-61502"
"B07B4/00","Separating solids from solids by subjecting their mixture to gas currents  (using tables or jigs B03B4/00)","B03B4/00","","","","","","This place covers: Illustrative example of subject matter classified in this group: EP-A2-1072800"
"B07B4/02","while the mixtures fall","","","","","","","This place covers: Illustrative example of subject matter classified in this group: WO-A1-2010/056220"
"B07B4/025","{the material being slingered or fled out horizontally before falling, e.g. by dispersing elements}","","","","","","","This place covers: Illustrative example of subject matter classified in this group: GB-A-1526050"
"B07B4/04","in cascades","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-4568453"
"B07B4/06","using revolving drums","","","","","","","This place covers: Illustrative example of subject matter classified in this group: US-A-4207177"
"B07B4/08","while the mixtures are supported by sieves, screens, or like mechanical elements","","","","","","","This place covers: Illustrative example of subject matter classified in this group: DE-U1-202010004167"
